游戏地址,游戏名字,评分,评论1,评论2,游戏类型
http://www.4399.com/flash/57317.htm,激光炮轰小怪2,2,"关卡难度设置极不合理,玩家痛苦不堪。","这游戏真是很烂,一点都不好玩。",搞笑类
http://www.4399.com/flash/89614.htm,托马斯过河,1,"游戏中bug大量存在,玩家体验极度糟糕。","这游戏真是很烂,一点都不好玩。",综合类
http://www.4399.com/flash/88882.htm,海绵宝宝3D大富翁2,5,游戏内容很丰富，玩法很多样。,剧情设计很精彩，玩起来像看电影。,体育类
http://www.4399.com/flash/80211.htm,中国熊猫2无敌版,1,"操作体验差劲透了,根本玩不下去。","游戏设计存在诸多问题,整体体验很差。",冒险类
http://www.4399.com/flash/21223.htm,小球进洞,3,"游戏设计不错,但内容有待进一步丰富。","总体感觉一般般,没有太多出色的地方。",模拟经营类
http://www.4399.com/flash/152489.htm,史上最贱小游戏之体育,3,"游戏性尚可,但不够精致和吸引人的地方。","游戏玩法尚可,但整体感觉略显平淡。",棋牌类
http://www.4399.com/flash/79452.htm,森林冰火人3,5,游戏体验非常流畅，没有卡顿。,游戏模式很多样化，令人上瘾。,模拟经营类
http://www.4399.com/flash/34726.htm,4399水果连连看,4,"整体表现一般,适合休闲娱乐打发时间。","玩起来还算流畅,但缺乏长期吸引力。",冒险类
http://www.4399.com/flash/65959.htm,高楼爆破无敌版,5,内容丰富，不会觉得无聊。,每次玩都有新的发现，很有趣。,综合类
http://www.4399.com/flash/66922.htm,亚当找夏娃中文版,5,每次玩都能发现新的惊喜。,游戏内容很丰富，玩法很多样。,搞笑类
http://www.4399.com/flash/47634.htm,让子弹飞,3,"画面较为出色,但玩法有些单一枯燥。","游戏玩法尚可,但整体感觉略显平淡。",搞笑类
http://www.4399.com/flash/122189.htm,史上最贱小游戏3,3,"还算有趣,但玩久了会感到乏味。","视觉效果尚可,但玩法缺乏深度探索体验。",策略类
http://www.4399.com/flash/92108.htm,连连看原版,1,"音乐和音效简直就是灾难,直接影响游戏体验。","画面粗糙,操作反馈也很糟糕。",综合类
http://www.4399.com/flash/50306.htm,奇妙水世界,4,"游戏基本可玩,但缺乏创意特色。","画面较为出色,但玩法有些单一缺乏变化。",综合类
http://www.4399.com/flash/80972.htm,宠物连连看经典版2,2,"游戏设计存在诸多问题,整体体验很差。","这游戏无聊到极点,丝毫没有乐趣可言。",动作类
http://www.4399.com/flash/143168.htm,手纸没有了,4,"玩起来还算流畅,但缺乏持续吸引力。","视觉效果尚可,但玩法缺乏深度探索价值。",儿童类
http://www.4399.com/flash/24571.htm,宠物连连看3.1无敌版,1,"画面粗糙,操作反馈也很糟糕。","这游戏真是很烂,一点都不好玩。",敏捷类
http://www.4399.com/flash/73311.htm,破蛋专家,4,"玩起来还算流畅,但缺乏持续吸引力。","还算有趣,但玩久了会觉得乏味无聊。",敏捷类
http://www.4399.com/flash/138976.htm,盗金父子,3,"整体表现一般,适合休闲娱乐打发时间。","操作体验良好,但缺乏特色内容。",敏捷类
http://www.4399.com/flash/92953.htm,逗小猴开心7,4,"游戏设计还算不错,但需要进一步完善。","总体感觉??般般,没有太多亮点。",动作类
http://www.4399.com/flash/69774.htm,高楼爆破2无敌版,3,"游戏基本可玩,但缺乏创新亮点。","操作体验良好,但缺乏丰富的内容。",综合类
http://www.4399.com/flash/30543.htm,小婴儿逃出系列1,3,"游戏基本可玩,但缺乏创新的亮点特色。","游戏设计还算不错,但需要更多创新。",策略类
http://www.4399.com/flash/132546.htm,亚当找夏娃2,3,"玩起来还算流畅,但缺乏持续吸引力。","还算有趣,但玩久了会感到乏味无聊。",综合类
http://www.4399.com/flash/106849.htm,坏蛋冰淇淋2,2,"关卡难度设置极不合理,玩家痛苦不堪。","太让人失望了,这游戏根本不值一玩。",敏捷类
http://www.4399.com/flash/42075.htm,光头小子找出口,5,游戏设计很有创意，值得一试。,剧情设计很精彩，玩起来像看电影。,综合类
http://www.4399.com/flash/86544.htm,鸡蛋大逃亡2,3,"游戏玩法尚可,但整体感觉平淡无奇。","画面较为出色,但玩法有些单一缺乏新意。",体育类
http://www.4399.com/flash/63828.htm,红球与绿球,3,"游戏基本可玩,但缺乏创新亮点。","游戏性尚可,但不够精致和吸引人的地方。",搞笑类
http://www.4399.com/flash/16395.htm,小婴儿逃出系列2,2,"音乐和音效简直就是灾难,直接影响游戏体验。","这游戏实在是太糟糕了,根本玩不下去。",综合类
http://www.4399.com/flash/97275.htm,3D旋转麻将连连看,3,"画面较为出色,但玩法有些单一枯燥。","还算过得去,不过没有太多特色。",益智类
http://www.4399.com/flash/41483.htm,装载卡车,5,画风很治愈，玩起来很放松。,操作简单，但需要动脑，很有趣。,敏捷类
http://www.4399.com/flash/73122.htm,装载卡车3,2,"游戏设计存在致命缺陷,体验很差。","这游戏无聊透了,完全没有吸引力。",棋牌类
http://www.4399.com/flash/27265.htm,火柴人逃脱记,5,操作手感非常好，值得推荐。,操作很简单，但很有趣。,敏捷类
http://www.4399.com/flash/158011.htm,小汽车的英雄梦,1,"实在令人失望,这游戏毫无看点可言。","关卡难度设置极不合理,玩家体验不佳。",敏捷类
http://www.4399.com/flash/102581.htm,帮鸟儿解冻,3,"总体感觉一般般,不太吸引我。","这款游戏还算不错,值得一试。",冒险类
http://www.4399.com/flash/146052.htm,麻将消除高手,4,"视觉效果尚可,但玩法缺乏深度探索体验。","画面较为出色,但玩法有些单一乏味。",策略类
http://www.4399.com/flash/33249.htm,帮小狗取手绢,1,"画面粗糙,操作反馈也很糟糕。","这游戏无聊透了,根本玩不下去。",棋牌类
http://www.4399.com/flash/78828.htm,益智乐高2中文版,2,"这游戏烂到家了,根本不值得一玩。","画面粗糙,操作反馈也很糟糕。",搞笑类
http://www.4399.com/flash/8670.htm,宠物连连看特别版,1,"这游戏真的太烂了,我强烈不推荐。","音乐和音效简直就是灾难,直接影响游戏乐趣。",益智类
http://www.4399.com/flash/35965.htm,直升机打气球,2,"操作反馈不够流畅,游戏体验一般。","音乐和音效简直就是灾难,直接影响游戏体验。",动作类
http://www.4399.com/flash/56745.htm,动画师和动画,1,"这游戏无聊到极点,丝毫没有乐趣可言。","实在令人失望,这游戏毫无看点可言。",棋牌类
http://www.4399.com/flash/46428.htm,空姐阿Sue,5,关卡设计很巧妙，很有挑战性。,每个关卡都很有挑战性。,测试类
http://www.4399.com/flash/50909.htm,植物战僵尸3D连连看,4,"整体表现一般,适合休闲消遣。","游戏基本可玩,但缺乏创新的亮点特色。",动作类
http://www.4399.com/flash/128952.htm,坏蛋冰淇淋3,4,"总体感觉一般般,没有太多亮点可圈可点。","游戏性一般,勉强可以消遣消遣。",冒险类
http://www.4399.com/flash/113790.htm,找你妹正式版,3,"整体表现一般,适合休闲消遣。","还算有趣,但玩久了会感到乏味。",模拟经营类
http://www.4399.com/flash/201721.htm,圆球情侣,2,"操作体验简直糟糕透了,根本玩不下去。","画面粗糙,操作反馈也很糟糕。",测试类
http://www.4399.com/flash/123789.htm,恐龙觅食,1,"游戏中bug太多了,根本无法流畅游玩。","游戏设计存在致命缺陷,体验极其糟糕。",综合类
http://www.4399.com/flash/157666.htm,史上最贱小游戏13,2,"关卡难度设置极不合理,玩家痛苦连连。","这游戏无聊透了,完全没有吸引力。",敏捷类
http://www.4399.com/flash/152162.htm,盗金父子2,3,"画面较为出色,但玩法有些单一枯燥。","画面较为出色,但玩法有些单一缺乏新意。",冒险类
http://www.4399.com/flash/1287.htm,新麻雀连连看,4,"还算有趣,但玩久了会感到乏味。","还算有趣,但玩久了会感到乏味无聊。",冒险类
http://www.4399.com/flash/1244.htm,红孩儿连连看,2,"这游戏真的太烂了,我强烈不推荐。","关卡设计不够平衡,难度把握不当。",益智类
http://www.4399.com/flash/48349.htm,爱吃水果的虫子,3,"整体体验一般,适合消遣时光。","视觉效果尚可,但玩法缺乏深度探索。",搞笑类
http://www.4399.com/flash/53510.htm,红楼梦连连看,4,"画面较为出色,但玩法有些单一枯燥。","总体感觉??般般,没有太多亮点。",儿童类
http://www.4399.com/flash/104723.htm,搞怪碰碰球,4,"还算过得去,不过没有太多特色。","玩法简单,但游戏性不太够吸引人。",冒险类
http://www.4399.com/flash/776.htm,宠物连连看,4,"游戏基本可玩,但缺乏创意特色。","整体体验一般,适合消遣时光。",搞笑类
http://www.4399.com/flash/117146.htm,火柴人智闯飞艇,3,"游戏性尚可,但不够精致和吸引人的地方。","游戏基本可玩,但缺乏亮点或特色。",益智类
http://www.4399.com/flash/8954.htm,阿sue家做客,1,"游戏设计存在严重问题,整体体验极差。","这游戏无聊透了,完全没有吸引力。",搞笑类
http://www.4399.com/flash/142569.htm,一把火,4,"玩法简单,但游戏性不太够吸引人。","游戏基本可玩,但缺乏创新亮点。",体育类
http://www.4399.com/flash/91402.htm,保护橙子增强版3,3,"总体感觉一般般,没有太多亮点可圈可点。","画面较为出色,但玩法有些单一枯燥。",棋牌类
http://www.4399.com/flash/166563.htm,盗金父子3,1,"画面很一般,操作也不太流畅。","这游戏实在是不太好玩,不推荐。",体育类
http://www.4399.com/flash/143093.htm,果蔬连连看HD,5,音效很棒，增强了游戏体验。,创意十足，越玩越有意思。,动作类
http://www.4399.com/flash/62725.htm,蜗牛鲍勃2中文版,5,游戏内容很丰富，玩法很多样。,游戏节奏很好，不会觉得拖沓。,儿童类
http://www.4399.com/flash/123611.htm,小汽车的爱情梦,2,"音乐和音效简直就是灾难,直接影响游戏体验。","这游戏无聊透了,根本玩不下去。",模拟经营类
http://www.4399.com/flash/151340.htm,熊猫逃生记之日本,1,"游戏设计存在严重问题,整体体验极差。","关卡难度设置极不合理,玩家体验不佳。",策略类
http://www.4399.com/flash/134501.htm,保护橙子之海盗冒险,3,"游戏基本可玩,但缺乏创新的亮点特色。","整体表现一般,适合休闲娱乐打发时间。",儿童类
http://www.4399.com/flash/134435.htm,豆娃2048,3,"画面较好,但玩法有些单调乏味。","游戏性尚可,但不够精致和吸引人的地方。",敏捷类
http://www.4399.com/flash/134474.htm,百变萌宠,3,"游戏性尚可,但不够精致和吸引人的地方。","游戏难度适中,比较适合休闲玩家。",测试类
http://www.4399.com/flash/134448.htm,馋嘴小象,1,"画面粗糙,操作反馈也很糟糕。","这游戏烂到家了,根本不值得一玩。",动作类
http://www.4399.com/flash/134421.htm,掌机俄罗斯方块,5,非常好玩，推荐给大家！,游戏体验非常流畅，没有卡顿。,冒险类
http://www.4399.com/flash/134282.htm,最强大脑,4,"游戏基本可玩,但缺乏亮点或特色。","整体表现一般,适合休闲娱乐打发时光。",冒险类
http://www.4399.com/flash/134258.htm,幸存的忍者,5,游戏模式很多样化，令人上瘾。,操作手感很好，玩起来很顺畅。,益智类
http://www.4399.com/flash/134251.htm,寻找遗失的傀儡,5,音乐和音效都很棒，沉浸感强。,任务系统很完善，玩起来很有动力。,敏捷类
http://www.4399.com/flash/134231.htm,独眼怪的救赎,2,"关卡难度设置极不合理,玩家痛苦连连。","关卡难度设置极不合理,玩家体验不佳。",模拟经营类
http://www.4399.com/flash/134228.htm,你被禁足了,1,"这游戏真是很烂,一点都不好玩。","这游戏烂到家了,根本不值得一玩。",敏捷类
http://www.4399.com/flash/134224.htm,智能机器人2,2,"太让人失望了,这游戏根本不值一玩。","总的来说这游戏很无聊,不太好玩。",模拟经营类
http://www.4399.com/flash/134201.htm,魔法森林战争,5,剧情设计很精彩，玩起来像看电影。,游戏机制很独特，玩法很新颖。,棋牌类
http://www.4399.com/flash/134029.htm,1024,5,剧情设计很精彩，玩起来像看电影。,画面精美，操作流畅。,休闲类
http://www.4399.com/flash/134052.htm,水果家园守卫,3,"游戏性尚可,但不够精致和吸引人的地方。","游戏性尚可,但不够精致和吸引人。",棋牌类
http://www.4399.com/flash/134028.htm,酷小孩回家3,4,"游戏基本可玩,但缺乏亮点或特色。","操作体验良好,但游戏内容有待进一步丰富。",综合类
http://www.4399.com/flash/133996.htm,小宠物连连看,3,"还算过得去,不过没有太多特色。","游戏性尚可,但不够精致和吸引人的地方。",益智类
http://www.4399.com/flash/133922.htm,点爆炸弹人,5,游戏设计很精巧，细节处理得很好。,画风很可爱，玩起来很放松。,策略类
http://www.4399.com/flash/133879.htm,球形忍者切割,3,"视觉效果尚可,但玩法缺乏深度探索。","还算有趣,但玩下去容易感到乏味。",体育类
http://www.4399.com/flash/133869.htm,我是守财奴2,3,"玩起来还算流畅,但缺乏持续的吸引力。","玩起来还算流畅,但缺乏持久吸引力。",策略类
http://www.4399.com/flash/133848.htm,小水珠收翡翠,1,"总的来说这游戏很无聊,不太好玩。","画面很一般,操作也不太流畅。",策略类
http://www.4399.com/flash/133860.htm,封闭空间逃生,1,"这游戏烂到家了,根本不值得一玩。","游戏设计存在严重问题,整体体验极差。",模拟经营类
http://www.4399.com/flash/133825.htm,重力灵珠消消看2,1,"关卡难度设置极不合理,玩家痛苦不堪。","音乐和音效简直就是灾难,直接影响游戏乐趣。",综合类
http://www.4399.com/flash/133764.htm,雪人爱冰棍,4,"游戏基本可玩,但缺乏创意特色。","总体感觉一般般,不太吸引我。",动作类
http://www.4399.com/flash/133745.htm,外星人收集能量石2加强版,2,"这游戏烂到家了,根本不值得一玩。","游戏设计存在致命缺陷,体验极其糟糕。",测试类
http://www.4399.com/flash/133627.htm,玉米连萌,5,操作很简单，但很有趣。,挑战性很强，每关都很有趣。,儿童类
http://www.4399.com/flash/133592.htm,愤怒的小鸟炸僵尸,3,"还算过得去,不过没有太多特色。","游戏设计还算不错,但需要更多创新。",儿童类
http://www.4399.com/flash/133515.htm,机器人蒸汽管逃生,5,画风很治愈，玩起来很放松。,每次玩都有新的发现，很有趣。,模拟经营类
http://www.4399.com/flash/133485.htm,逃出植物牢笼,1,"游戏中bug大量存在,玩家体验极度糟糕。","音乐和音效简直就是灾难,直接影响游戏乐趣。",敏捷类
http://www.4399.com/flash/133480.htm,青蛙喝水,1,"总的来说这游戏很无聊,不太好玩。","画面粗糙,操作反馈也很糟糕。",搞笑类
http://www.4399.com/flash/133421.htm,拆弹忍者,1,"游戏中bug太多了,根本无法顺利游玩。","音乐和音效简直就是灾难,直接影响游戏体验。",综合类
http://www.4399.com/flash/133288.htm,匆忙的外星人,2,"音乐和音效简直就是灾难,直接影响游戏乐趣。","关卡难度设置极不合理,玩家痛苦不堪。",冒险类
http://www.4399.com/flash/133166.htm,穿越门2,4,"游戏玩法尚可,但整体感觉有些平淡乏味。","整体表现一般,适合休闲娱乐打发时间。",搞笑类
http://www.4399.com/flash/133161.htm,奇趣撞车3,3,"视觉效果尚可,但玩法缺乏深度探索。","游戏玩法尚可,但整体感觉平淡无奇。",搞笑类
http://www.4399.com/flash/133138.htm,封印的魔法符文,5,游戏中的隐藏内容很多，探索很有趣。,支持多人联机，互动性强。,测试类
http://www.4399.com/flash/133086.htm,完美营救,3,"游戏总体还行,但仍有进步空间。","游戏设计还算不错,但需要更多创新。",体育类
http://www.4399.com/flash/133010.htm,复古式25道门,2,"游戏中bug大量存在,玩家体验极度糟糕。","画面粗糙,操作反馈也很糟糕。",益智类
http://www.4399.com/flash/132930.htm,海神的考验,4,"操作体验良好,但内容有待进一步丰富。","还有些意思,但玩久了会感到乏味。",模拟经营类
http://www.4399.com/flash/132873.htm,小黑羊乐园,4,"游戏性尚可,但不够精致和吸引人。","游戏基本可玩,但缺乏创新的亮点。",搞笑类
http://www.4399.com/flash/132845.htm,小猪下泥坑,2,"音乐和音效简直就是灾难,直接影响游戏乐趣。","这游戏真是很烂,一点都不好玩。",综合类
http://www.4399.com/flash/132619.htm,糖果轨道加强版,4,"整体表现一般,适合休闲娱乐打发时间。","视觉效果尚可,但玩法缺乏深度。",益智类
http://www.4399.com/flash/132663.htm,刺猬苹果乐园,3,"玩法简单,但游戏性不太够吸引人。","总体感觉一般般,没有太多出色的地方。",综合类
http://www.4399.com/flash/132681.htm,苹果丰收2,3,"还算过得去,不过没有太多特色。","整体表现一般,适合休闲娱乐。",动作类
http://www.4399.com/flash/132684.htm,寻找钻石的矿工,4,"整体一般般,没有太多亮点可言。","画面较为出色,但玩法有些单一乏味。",敏捷类
http://www.4399.com/flash/132561.htm,小3传奇,5,每次更新都有新内容，很期待。,关卡设计很巧妙，很有挑战性。,测试类
http://www.4399.com/flash/132546.htm,亚当找夏娃2,5,每个关卡都很有挑战性。,游戏内容很丰富，玩法很多样。,儿童类
http://www.4399.com/flash/132178.htm,援救小猪,5,操作手感很好，玩起来很顺畅。,游戏内容很丰富，玩法很多样。,益智类
http://www.4399.com/flash/132016.htm,海滩宝贝对对碰,4,"操作体验良好,但缺乏特色内容。","游戏设计还算不错,但需要更多创新。",模拟经营类
http://www.4399.com/flash/131949.htm,泡泡升空记4,3,"还算有趣,但玩久了会感到乏味无聊。","游戏设计还算不错,但需要更多创新。",儿童类
http://www.4399.com/flash/131942.htm,炸毁方块2,1,"这游戏无聊透了,完全没有吸引力。","音乐和音效简直就是灾难,直接影响游戏体验。",敏捷类
http://www.4399.com/flash/131871.htm,熊猫逃生记之巴西,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","游戏中bug太多了,根本无法流畅游玩。",体育类
http://www.4399.com/flash/131864.htm,让世间充满爱,3,"视觉效果尚可,但玩法缺乏深度探索。","整体一般般,没有太多亮点可言。",休闲类
http://www.4399.com/flash/131840.htm,小花匠朱迪,4,"画面较为出色,但玩法有些单一缺乏新意。","游戏设计不错,但内容有待进一步丰富。",休闲类
http://www.4399.com/flash/131790.htm,宠物火车消消乐,4,"整体体验一般,适合消遣时光。","视觉效果尚可,但玩法缺乏深度探索体验。",休闲类
http://www.4399.com/flash/131704.htm,小鱼海底探宝,3,"还算过得去,不过没有太多特色。","游戏总体还行,但仍有进步空间。",敏捷类
http://www.4399.com/flash/131657.htm,饥饿的小熊2,3,"游戏玩法尚可,但整体感觉略显平淡。","整体表现一般,适合休闲娱乐打发时光。",测试类
http://www.4399.com/flash/131695.htm,意想不到的客人,2,"画面粗糙,操作反馈也很糟糕。","这游戏无聊透了,我完全不推荐。",搞笑类
http://www.4399.com/flash/1382.htm,宠物连连看2.5版,1,"操作体验很差,直接影响游戏乐趣。","游戏设计存在致命缺陷,体验很差。",益智类
http://www.4399.com/flash/12669.htm,果蔬连连看,2,"这游戏真的太烂了,我强烈不推荐。","画面粗糙,操作反馈也很糟糕。",策略类
http://www.4399.com/flash/17801.htm,宠物连连看3.1,3,"玩法简单,但游戏性不太够吸引人。","玩起来还算流畅,但缺乏持续的吸引力。",冒险类
http://www.4399.com/flash/20660.htm,森林冰火人中文版,3,"整体表现一般,适合休闲娱乐打发时光。","画面较为出色,但玩法有些单一乏味。",测试类
http://www.4399.com/flash/93551.htm,小鳄鱼爱洗澡中文版,5,每次更新都有新的玩法，很有趣。,游戏中的隐藏内容很多，探索很有趣。,冒险类
http://www.4399.com/flash/113377.htm,森林冰火人4无敌版,4,"总体感觉一般般,没有太多亮点可圈可点。","还算过得去,不过没有太多特色。",棋牌类
http://www.4399.com/flash/10393.htm,石头连连看,4,"整体一般般,没有太多亮点可言。","游戏总体还行,但仍有进步空间。",搞笑类
http://www.4399.com/flash/79068.htm,高楼爆破3无敌版,1,"总的来说这游戏很无聊,不太好玩。","操作体验简直糟糕透了,根本玩不下去。",棋牌类
http://www.4399.com/flash/853.htm,五子连珠,1,"这游戏真的太烂了,我强烈不推荐。","游戏中存在太多bug,需要大幅修复。",冒险类
http://www.4399.com/flash/17403.htm,青蛙祖玛,3,"游戏性尚可,但不够精致和新鲜感。","操作体验良好,但缺乏特色内容。",体育类
http://www.4399.com/flash/57474.htm,蝴蝶连连看,2,"画面很一般,操作也不太流畅。","这游戏无聊透了,我完全不推荐。",儿童类
http://www.4399.com/flash/4781.htm,花花连连看,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","游戏设计存在严重问题,整体体验极差。",动作类
http://www.4399.com/flash/2231.htm,宠物连连看2.6,5,操作简单，但需要动脑，很有趣。,游戏内购合理，不影响体验。,冒险类
http://www.4399.com/flash/54423.htm,4399打豆豆,5,游戏内容很丰富，不会觉得无聊。,游戏节奏很好，不会觉得拖沓。,棋牌类
http://www.4399.com/flash/136516.htm,消灭星星豪华版,4,"画面较为出色,但玩法有些单一乏味。","操作体验良好,但内容有待进一步丰富。",棋牌类
http://www.4399.com/flash/63033.htm,森林冰火人双人迷宫,2,"这游戏无聊透了,完全没有吸引力。","画面粗糙,操作反馈也很糟糕。",搞笑类
http://www.4399.com/flash/106202.htm,消灭星星中文版,1,"游戏中存在太多bug,需要大幅修复。","操作体验很差,直接影响游戏乐趣。",动作类
http://www.4399.com/flash/68259.htm,河马饲养员,5,强烈推荐给朋友们一起玩！,游戏更新速度快，保持新鲜感。,儿童类
http://www.4399.com/flash/62002.htm,疯狂过山车2,2,"这游戏实在是太糟糕了,根本玩不下去。","关卡设计不够平衡,难度把握不当。",测试类
http://www.4399.com/flash/171900.htm,装载卡车5,5,剧情设计很精彩，玩起来像看电影。,游戏体验非常棒，五星好评！,冒险类
http://www.4399.com/flash/131178.htm,帮鸟儿解冻3,3,"整体表现一般,适合休闲娱乐。","总体感觉??般般,没有太多亮点。",动作类
http://www.4399.com/flash/100125.htm,装载卡车4,1,"这游戏无聊透了,完全没有吸引力。","画面粗糙,操作反馈也很糟糕。",敏捷类
http://www.4399.com/flash/106933.htm,坏蛋冰淇淋2无敌版,1,"整体感觉很差劲,玩了没多久就不想再玩了。","游戏设计存在一些问题,整体体验一般。",搞笑类
http://www.4399.com/flash/10919.htm,宠物连连看3.0版,4,"游戏性尚可,但不够精致和创新。","游戏基本可玩,但缺乏创意特色。",测试类
http://www.4399.com/flash/147327.htm,亚当找夏娃3,4,"游戏玩法尚可,但整体感觉平淡无奇。","游戏玩法尚可,但整体感觉略显平淡。",模拟经营类
http://www.4399.com/flash/71760.htm,小婴儿逃出系列3,4,"玩起来还算流畅,但缺乏持续的吸引力。","游戏基本可玩,但缺乏创新的亮点。",模拟经营类
http://www.4399.com/flash/37529.htm,小火车过隧道无敌版,1,"关卡难度设置极不合理,玩家痛苦不堪。","这游戏烂透了,根本不值得一玩。",棋牌类
http://www.4399.com/flash/156918.htm,酷小孩回家4,2,"音乐和音效简直就是灾难,直接影响游戏乐趣。","这游戏烂透了,根本不值得一玩。",冒险类
http://www.4399.com/flash/50350.htm,唤醒嗜睡的小人,1,"这游戏无聊到极点,丝毫没有乐趣可言。","关卡难度设置极不合理,玩家体验不佳。",动作类
http://www.4399.com/flash/92102.htm,连连看3.1原版,3,"视觉效果尚可,但玩法缺乏深度探索体验。","游戏总体还行,但仍有进步空间。",测试类
http://www.4399.com/flash/96689.htm,愤怒的小鸟太空版HD,2,"关卡难度设置极不合理,玩家痛苦连连。","这游戏无聊透了,根本玩不下去。",休闲类
http://www.4399.com/flash/4782.htm,汽车标志连连看,1,"画面粗糙,操作反馈也很糟糕。","这游戏无聊透了,根本玩不下去。",模拟经营类
http://www.4399.com/flash/103266.htm,炮兵突击,2,"这游戏烂透了,根本不值得一玩。","操作反馈不够流畅,游戏体验一般。",模拟经营类
http://www.4399.com/flash/130836.htm,消你妹,4,"视觉效果尚可,但玩法缺乏深度探索体验。","操作体验良好,但内容有待进一步丰富。",休闲类
http://www.4399.com/flash/41285.htm,朵拉的迷你高尔夫,3,"视觉效果尚可,但玩法缺乏深度探索。","玩法简单,但游戏性不太够吸引人。",测试类
http://www.4399.com/flash/128302.htm,消灭星星3电脑版,5,操作很简单，但很有趣。,操作简单，很容易上手。,棋牌类
http://www.4399.com/flash/57317.htm,激光炮轰小怪2,4,"游戏性尚可,但不够精致和创新。","游戏设计还算不错,但可以进一步优化完善。",益智类
http://www.4399.com/flash/89614.htm,托马斯过河,4,"视觉效果尚可,但玩法缺乏深度。","游戏基本可玩,但缺乏亮点或特色。",模拟经营类
http://www.4399.com/flash/88882.htm,海绵宝宝3D大富翁2,2,"关卡难度设置极不合理,玩家痛苦不堪。","这游戏烂透了,根本不值得一玩。",儿童类
http://www.4399.com/flash/80211.htm,中国熊猫2无敌版,1,"总的来说这游戏很烂,完全浪费时间。","这游戏烂透了,根本不值得一玩。",体育类
http://www.4399.com/flash/21223.htm,小球进洞,1,"操作体验非常糟糕,完全影响享受。","游戏设计存在诸多问题,整体体验很差。",儿童类
http://www.4399.com/flash/152489.htm,史上最贱小游戏之体育,1,"太让人失望了,这游戏根本不值一玩。","操作体验差劲透了,根本玩不下去。",儿童类
http://www.4399.com/flash/79452.htm,森林冰火人3,4,"玩法简单,但游戏性不太够吸引人。","游戏基本可玩,但缺乏创意特色。",测试类
http://www.4399.com/flash/34726.htm,4399水果连连看,1,"游戏中bug太多了,根本无法流畅游玩。","这游戏真是很烂,一点都不好玩。",儿童类
http://www.4399.com/flash/65959.htm,高楼爆破无敌版,2,"这游戏真的太烂了,我强烈不推荐。","操作体验非常糟糕,完全影响享受。",休闲类
http://www.4399.com/flash/66922.htm,亚当找夏娃中文版,1,"关卡难度设置极不合理,玩家痛苦连连。","游戏设计存在致命缺陷,体验极其糟糕。",休闲类
http://www.4399.com/flash/47634.htm,让子弹飞,2,"总的来说这游戏很无聊,不太好玩。","画面粗糙,操作反馈也很糟糕。",策略类
http://www.4399.com/flash/122189.htm,史上最贱小游戏3,1,"太让人失望了,这游戏根本不值一玩。","这游戏实在是太糟糕了,根本玩不下去。",益智类
http://www.4399.com/flash/92108.htm,连连看原版,5,操作手感很好，玩起来很顺畅。,玩法简单有趣，打发时间的好选择。,搞笑类
http://www.4399.com/flash/50306.htm,奇妙水世界,2,"画面很一般,操作也不太流畅。","音乐和音效简直就是灾难,直接影响游戏乐趣。",冒险类
http://www.4399.com/flash/80972.htm,宠物连连看经典版2,5,游戏内购合理，不影响体验。,画面风格很独特，游戏体验非常棒。,搞笑类
http://www.4399.com/flash/143168.htm,手纸没有了,4,"玩起来还算流畅,但缺乏长期吸引力。","游戏基本可玩,但缺乏亮点或特色。",模拟经营类
http://www.4399.com/flash/24571.htm,宠物连连看3.1无敌版,2,"这游戏实在是不太好玩,不推荐。","画面粗糙,操作反馈也很糟糕。",策略类
http://www.4399.com/flash/73311.htm,破蛋专家,4,"视觉效果尚可,但缺乏深度玩法。","还算有趣,但玩久了会感到乏味。",益智类
http://www.4399.com/flash/138976.htm,盗金父子,5,关卡设计很巧妙，很有挑战性。,操作很简单，但很有趣。,模拟经营类
http://www.4399.com/flash/92953.htm,逗小猴开心7,2,"实在令人失望,完全没达到预期。","音乐和音效简直就是灾难,直接影响游戏体验。",测试类
http://www.4399.com/flash/69774.htm,高楼爆破2无敌版,3,"游戏基本可玩,但缺乏创新的亮点特色。","游戏设计还算不错,但可以进一步优化完善。",模拟经营类
http://www.4399.com/flash/30543.htm,小婴儿逃出系列1,5,关卡设计很巧妙，很有挑战性。,任务系统很完善，玩起来很有动力。,动作类
http://www.4399.com/flash/132546.htm,亚当找夏娃2,1,"这游戏无聊透了,完全没有吸引力。","画面粗糙,操作反馈也很糟糕。",棋牌类
http://www.4399.com/flash/106849.htm,坏蛋冰淇淋2,4,"游戏性尚可,但不够精致和吸引人的地方。","整体表现一般,适合休闲消遣。",儿童类
http://www.4399.com/flash/42075.htm,光头小子找出口,3,"玩起来还算流畅,但缺乏持续吸引力。","游戏基本可玩,但缺乏亮点或特色。",儿童类
http://www.4399.com/flash/86544.htm,鸡蛋大逃亡2,2,"关卡难度设置极不合理,玩家体验不佳。","这游戏无聊透了,根本玩不下去。",冒险类
http://www.4399.com/flash/63828.htm,红球与绿球,1,"操作体验简直糟糕透了,根本玩不下去。","音乐和音效简直就是灾难,直接影响游戏乐趣。",综合类
http://www.4399.com/flash/16395.htm,小婴儿逃出系列2,4,"操作体验良好,但缺乏特色内容。","玩起来还算流畅,但缺乏持续吸引力。",测试类
